position,track,artist,streams,date
82,Graveyard,Halsey,337093,2020-01-02
83,The London (feat. J. Cole & Travis Scott),Young Thug,333074,2020-01-02
84,Before You Go,Lewis Capaldi,331525,2020-01-02
85,Drip Too Hard (Lil Baby & Gunna),Lil Baby,326784,2020-01-02
86,Tusa,KAROL G,326277,2020-01-02
87,rockstar (feat. 21 Savage),Post Malone,325847,2020-01-02
88,How Do You Sleep?,Sam Smith,324475,2020-01-02
89,6 Kiss,Trippie Redd,323997,2020-01-02
90,Enemies (feat. DaBaby),Post Malone,321923,2020-01-02
91,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,319724,2020-01-02
92,SAD!,XXXTENTACION,317701,2020-01-02
93,Going Bad (feat. Drake),Meek Mill,317586,2020-01-02
94,Trampoline,SHAED,316018,2020-01-02
95,Talk (feat. Disclosure),Khalid,315405,2020-01-02
96,Up All Night,Khalid,312709,2020-01-02
97,EARFQUAKE,"Tyler, The Creator",311756,2020-01-02
98,Panini,Lil Nas X,309517,2020-01-02
99,Maniac,Conan Gray,308249,2020-01-02
100,RITMO (Bad Boys For Life),Black Eyed Peas,308051,2020-01-02
101,F.N,Lil Tjay,307703,2020-01-02
102,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,307477,2020-01-02
103,Old Town Road - Remix,Lil Nas X,306058,2020-01-02
104,Lalala,Y2K,305671,2020-01-02
105,I Fall Apart,Post Malone,305296,2020-01-02
106,Hot (feat. Gunna),Young Thug,304008,2020-01-02
107,I Don't Care (with Justin Bieber),Ed Sheeran,303909,2020-01-02
108,Better Now,Post Malone,303356,2020-01-02
109,Sucker,Jonas Brothers,301609,2020-01-02
110,Happier,Marshmello,297318,2020-01-02
111,High Fashion (feat. Mustard),Roddy Ricch,296793,2020-01-02
112,Armed And Dangerous,Juice WRLD,294626,2020-01-02
113,Heartless (feat. Morgan Wallen),Diplo,292883,2020-01-02
114,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,292798,2020-01-02
115,Jocelyn Flores,XXXTENTACION,286390,2020-01-02
116,One Thing Right,Marshmello,282696,2020-01-02
117,Cash Shit (feat. DaBaby),Megan Thee Stallion,281698,2020-01-02
118,Lean Wit Me,Juice WRLD,280350,2020-01-02
119,Ransom (with Juice WRLD) - Remix,Lil Tecca,279478,2020-01-02
120,One Man Band,Old Dominion,279355,2020-01-02
121,Heart On Ice,Rod Wave,279327,2020-01-02
122,Juicy,Doja Cat,279112,2020-01-02
123,Somebody,Internet Money,278621,2020-01-02
124,"thank u, next",Ariana Grande,277224,2020-01-02
125,Without Me,Halsey,276302,2020-01-02
126,It's You,Ali Gatie,271354,2020-01-02
127,GATTI,JACKBOYS,271305,2020-01-02
128,ocean eyes,Billie Eilish,269215,2020-01-02
129,Sanguine Paradise,Lil Uzi Vert,267724,2020-01-02
130,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,267113,2020-01-02
131,Mean It,Lauv,265965,2020-01-02
132,Candy,Doja Cat,265121,2020-01-02
133,Look At Her Now,Selena Gomez,264661,2020-01-02
134,Panini - DaBaby Remix,Lil Nas X,262908,2020-01-02
135,Eastside (with Halsey & Khalid),benny blanco,262150,2020-01-02
136,Speechless,Dan + Shay,261786,2020-01-02
137,Hop Off A Jet (feat. Travis Scott),Young Thug,261379,2020-01-02
138,Immortal,21 Savage,260444,2020-01-02
139,XO Tour Llif3,Lil Uzi Vert,259948,2020-01-02
140,You Need To Calm Down,Taylor Swift,257291,2020-01-02
141,bury a friend,Billie Eilish,255352,2020-01-02
142,Hot Shower,Chance the Rapper,254772,2020-01-02
143,Did It Again,Lil Tecca,252956,2020-01-02
144,goosebumps,Travis Scott,252792,2020-01-02
145,Beautiful Crazy,Luke Combs,251303,2020-01-02
146,Cherry,Harry Styles,251295,2020-01-02
147,Better,Khalid,251110,2020-01-02
148,Fuck Love (feat. Trippie Redd),XXXTENTACION,247406,2020-01-02
149,Good as Hell,Lizzo,247044,2020-01-02
150,Moonlight,XXXTENTACION,246530,2020-01-02
151,Millions,Young Thug,246369,2020-01-02
152,Golden,Harry Styles,246344,2020-01-02
153,High Hopes,Panic! At The Disco,245942,2020-01-02
154,Graduation (with Juice WRLD),benny blanco,242782,2020-01-02
155,Envy Me,Calboy,242586,2020-01-02
156,Love Me More,Trippie Redd,242239,2020-01-02
157,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,242083,2020-01-02
158,All Me (feat. Keyshia Cole),Kehlani,241784,2020-01-02
159,Bad Bad Bad (feat. Lil Baby),Young Thug,240809,2020-01-02
160,The Bones,Maren Morris,239736,2020-01-02
161,Pure Water (with Migos),Mustard,239074,2020-01-02
162,Dancing With A Stranger (with Normani),Sam Smith,238443,2020-01-02
163,Famous Hoes,NLE Choppa,237500,2020-01-02
164,God's Plan,Drake,237386,2020-01-02
165,Nice To Meet Ya,Niall Horan,236675,2020-01-02
166,I Like Me Better,Lauv,235363,2020-01-02
167,Congratulations,Post Malone,235288,2020-01-02
168,BEST ON EARTH (feat. BIA) - Bonus,Russ,233965,2020-01-02
169,i love you,Billie Eilish,232448,2020-01-02
170,The Less I Know The Better,Tame Impala,231729,2020-01-02
171,Faucet Failure,Ski Mask The Slump God,231202,2020-01-02
172,Whiskey Glasses,Morgan Wallen,231100,2020-01-02
173,Tequila,Dan + Shay,230414,2020-01-02
174,Best Part (feat. Daniel Caesar),H.E.R.,230027,2020-01-02
175,HUMBLE.,Kendrick Lamar,229981,2020-01-02
176,Noticed,Lil Mosey,227152,2020-01-02
177,Saint-Tropez,Post Malone,226461,2020-01-02
178,LA CANCIÓN,J Balvin,226231,2020-01-02
179,wish you were gay,Billie Eilish,225706,2020-01-02
180,Young Dumb & Broke,Khalid,224619,2020-01-02
181,UP THE SMOKE (with Offset),Stunna 4 Vegas,224604,2020-01-02
182,How I Move (feat. Lil Baby),Flipp Dinero,223806,2020-01-02
183,Family,The Chainsmokers,223678,2020-01-02
184,Yes Indeed,Lil Baby,222671,2020-01-02
185,Hollywood's Bleeding,Post Malone,222521,2020-01-02
186,Callaita,Bad Bunny,222303,2020-01-02
187,a lot,21 Savage,220197,2020-01-02
188,Youngblood,5 Seconds of Summer,219356,2020-01-02
189,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,218841,2020-01-02
190,No Role Modelz,J. Cole,218435,2020-01-02
191,I,Lil Skies,216071,2020-01-02
192,Slide,H.E.R.,214700,2020-01-02
193,I.F.L.Y.,Bazzi,214255,2020-01-02
194,Lover,Taylor Swift,213975,2020-01-02
195,all the good girls go to hell,Billie Eilish,213695,2020-01-02
196,Say You Won't Let Go,James Arthur,213467,2020-01-02
197,Love Me,Lil Tecca,213054,2020-01-02
198,Follow God,Kanye West,212049,2020-01-02
199,Location,Khalid,211567,2020-01-02
200,My Type,Saweetie,211058,2020-01-02
1,The Box,Roddy Ricch,2278155,2020-01-03
2,Yummy,Justin Bieber,1863557,2020-01-03
3,ROXANNE,Arizona Zervas,1425119,2020-01-03
4,Circles,Post Malone,1227318,2020-01-03
5,BOP,DaBaby,1132848,2020-01-03
6,Falling,Trevor Daniel,1101319,2020-01-03
7,Dance Monkey,Tones And I,1022885,2020-01-03
8,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1006414,2020-01-03
9,Futsal Shuffle 2020,Lil Uzi Vert,945404,2020-01-03
10,My Oh My (feat. DaBaby),Camila Cabello,905694,2020-01-03
11,everything i wanted,Billie Eilish,892400,2020-01-03
12,Blinding Lights,The Weeknd,888989,2020-01-03
13,Adore You,Harry Styles,885196,2020-01-03
14,Ballin' (with Roddy Ricch),Mustard,859326,2020-01-03
15,Suicidal,YNW Melly,795441,2020-01-03
16,Don't Start Now,Dua Lipa,776315,2020-01-03
17,Watermelon Sugar,Harry Styles,717562,2020-01-03
18,hot girl bummer,blackbear,717317,2020-01-03
19,Heartless,The Weeknd,708919,2020-01-03
20,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,705344,2020-01-03
21,OUT WEST (feat. Young Thug),JACKBOYS,704879,2020-01-03
22,No Idea,Don Toliver,688023,2020-01-03
23,Memories,Maroon 5,684132,2020-01-03
24,HIGHEST IN THE ROOM,Travis Scott,664018,2020-01-03
25,Someone You Loved,Lewis Capaldi,658766,2020-01-03
26,VIBEZ,DaBaby,654069,2020-01-03
27,Lose You To Love Me,Selena Gomez,647766,2020-01-03
28,Woah,Lil Baby,625266,2020-01-03
29,Lucid Dreams,Juice WRLD,604444,2020-01-03
30,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,596619,2020-01-03
31,Suge,DaBaby,591074,2020-01-03
32,bad guy,Billie Eilish,585982,2020-01-03
33,Robbery,Juice WRLD,554280,2020-01-03
34,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,528431,2020-01-03
35,Ransom,Lil Tecca,526937,2020-01-03
36,Truth Hurts,Lizzo,520022,2020-01-03
37,SUGAR,BROCKHAMPTON,518970,2020-01-03
38,"10,000 Hours (with Justin Bieber)",Dan + Shay,508210,2020-01-03
39,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,502528,2020-01-03
40,223's (feat. 9lokknine),YNW Melly,496316,2020-01-03
41,Falling,Harry Styles,492174,2020-01-03
42,Señorita,Shawn Mendes,488227,2020-01-03
43,Say So,Doja Cat,485227,2020-01-03
44,Money In The Grave (Drake ft. Rick Ross),Drake,480133,2020-01-03
45,Goodbyes (Feat. Young Thug),Post Malone,479410,2020-01-03
46,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,471451,2020-01-03
47,Death,Trippie Redd,470934,2020-01-03
48,Had Enough (feat. Quavo & Offset),Don Toliver,466769,2020-01-03
49,Stuck In A Dream (feat. Gunna),Lil Mosey,465477,2020-01-03
50,No Guidance (feat. Drake),Chris Brown,464249,2020-01-03
51,Wow.,Post Malone,457554,2020-01-03
52,Yellow Hearts,Ant Saunders,442778,2020-01-03
53,MIDDLE CHILD,J. Cole,439149,2020-01-03
54,Start Wit Me (feat. Gunna),Roddy Ricch,430575,2020-01-03
55,Make No Sense,YoungBoy Never Broke Again,404502,2020-01-03
56,Camelot,NLE Choppa,398675,2020-01-03
57,when the party's over,Billie Eilish,398666,2020-01-03
58,July,Noah Cyrus,396124,2020-01-03
59,All Girls Are The Same,Juice WRLD,395049,2020-01-03
60,Peta (feat. Meek Mill),Roddy Ricch,390071,2020-01-03
61,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,386385,2020-01-03
62,Vete,Bad Bunny,385956,2020-01-03
63,Lights Up,Harry Styles,385652,2020-01-03
64,WHAT TO DO? (feat. Don Toliver),JACKBOYS,383218,2020-01-03
65,ORANGE SODA,Baby Keem,379128,2020-01-03
66,Legends,Juice WRLD,376204,2020-01-03
67,GANG GANG,JACKBOYS,375685,2020-01-03
68,GOODMORNINGTOKYO!,TOKYO’S REVENGE,374729,2020-01-03
69,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,372130,2020-01-03
