position,track,artist,streams,date
97,Quizas,Rich Music LTD,839755,2020-01-01
98,Bellaquita - Remix,Dalex,830202,2020-01-01
99,Mean It,Lauv,828542,2020-01-01
100,Closer,The Chainsmokers,827150,2020-01-01
101,One Kiss (with Dua Lipa),Calvin Harris,825773,2020-01-01
102,Calma - Remix,Pedro Capó,824760,2020-01-01
103,Sweet but Psycho,Ava Max,822210,2020-01-01
104,Si Te Vas,Sech,821806,2020-01-01
105,Believer,Imagine Dragons,820619,2020-01-01
106,Roses - Imanbek Remix,SAINt JHN,820510,2020-01-01
107,Combatchy (feat. MC Rebecca),Anitta,819725,2020-01-01
108,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,818156,2020-01-01
109,SENTADÃO,Pedro Sampaio,807140,2020-01-01
110,Without Me,Halsey,806580,2020-01-01
111,Wake Me Up,Avicii,803570,2020-01-01
112,No Guidance (feat. Drake),Chris Brown,803180,2020-01-01
113,Hate Me (with Juice WRLD),Ellie Goulding,803118,2020-01-01
114,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,800971,2020-01-01
115,WHAT TO DO? (feat. Don Toliver),JACKBOYS,792292,2020-01-01
116,High Hopes,Panic! At The Disco,788642,2020-01-01
117,If the World Was Ending - feat. Julia Michaels,JP Saxe,787720,2020-01-01
118,SAD!,XXXTENTACION,771877,2020-01-01
119,Que Calor (with J Balvin & El Alfa),Major Lazer,771867,2020-01-01
120,Talk (feat. Disclosure),Khalid,770438,2020-01-01
121,Had Enough (feat. Quavo & Offset),Don Toliver,768201,2020-01-01
122,Into the Unknown,Idina Menzel,766224,2020-01-01
123,Supera - Ao Vivo,Marília Mendonça,761330,2020-01-01
124,Better Now,Post Malone,760479,2020-01-01
125,Dancing With A Stranger (with Normani),Sam Smith,760423,2020-01-01
126,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,759930,2020-01-01
127,Otro Trago - Remix,Sech,758980,2020-01-01
128,Higher Love,Kygo,754604,2020-01-01
129,Cheirosa - Ao Vivo,Jorge & Mateus,753095,2020-01-01
130,223's (feat. 9lokknine),YNW Melly,744432,2020-01-01
131,Surtada - Remix Brega Funk,Dadá Boladão,743853,2020-01-01
132,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,733181,2020-01-01
133,Graveyard,Halsey,729067,2020-01-01
134,Up All Night,Khalid,721518,2020-01-01
135,QUE PRETENDES,J Balvin,718935,2020-01-01
136,bury a friend,Billie Eilish,718643,2020-01-01
137,I Like It,Cardi B,713706,2020-01-01
138,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,710682,2020-01-01
139,Stuck In A Dream (feat. Gunna),Lil Mosey,709276,2020-01-01
140,Havana (feat. Young Thug),Camila Cabello,705143,2020-01-01
141,11 PM,Maluma,704358,2020-01-01
142,New Rules,Dua Lipa,700901,2020-01-01
143,Panini,Lil Nas X,700011,2020-01-01
144,Eastside (with Halsey & Khalid),benny blanco,699427,2020-01-01
145,Look At Her Now,Selena Gomez,694383,2020-01-01
146,Legends,Juice WRLD,693447,2020-01-01
147,Say So,Doja Cat,692824,2020-01-01
148,MIDDLE CHILD,J. Cole,690602,2020-01-01
149,MIA (feat. Drake),Bad Bunny,687030,2020-01-01
150,July,Noah Cyrus,682791,2020-01-01
151,Liar,Camila Cabello,678380,2020-01-01
152,goosebumps,Travis Scott,676961,2020-01-01
153,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,675777,2020-01-01
154,Pa' Olvidarme De Ella,Piso 21,669658,2020-01-01
155,Don't Call Me Up,Mabel,663637,2020-01-01
156,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,661424,2020-01-01
157,One Dance,Drake,653196,2020-01-01
158,Candy,Doja Cat,651208,2020-01-01
159,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,649302,2020-01-01
160,The London (feat. J. Cole & Travis Scott),Young Thug,649133,2020-01-01
161,Some que ele vem atrás,Anitta,647025,2020-01-01
162,Perfect,Ed Sheeran,646976,2020-01-01
163,Family,The Chainsmokers,646975,2020-01-01
164,Perreo en La Luna,Rich Music LTD,644451,2020-01-01
165,Baila Conmigo (feat. Kelly Ruiz),Dayvi,641303,2020-01-01
166,Old Town Road,Lil Nas X,637617,2020-01-01
167,Another One Bites The Dust - Remastered 2011,Queen,634579,2020-01-01
168,Say You Won't Let Go,James Arthur,633907,2020-01-01
169,If I Can't Have You,Shawn Mendes,632707,2020-01-01
170,Something Just Like This,The Chainsmokers,632320,2020-01-01
171,Under Pressure - Remastered,Queen,629014,2020-01-01
172,Youngblood,5 Seconds of Summer,627345,2020-01-01
173,ocean eyes,Billie Eilish,627325,2020-01-01
174,Moonlight,XXXTENTACION,626012,2020-01-01
175,Pumped Up Kicks,Foster The People,623950,2020-01-01
176,All Girls Are The Same,Juice WRLD,622845,2020-01-01
177,Death,Trippie Redd,621097,2020-01-01
178,Jocelyn Flores,XXXTENTACION,620008,2020-01-01
179,The Middle,Zedd,619671,2020-01-01
180,Thunder,Imagine Dragons,617513,2020-01-01
181,Africa,TOTO,616152,2020-01-01
182,VALENTINO,24kGoldn,614795,2020-01-01
183,Uptown Funk (feat. Bruno Mars),Mark Ronson,614459,2020-01-01
184,I Like Me Better,Lauv,614002,2020-01-01
185,Hit Contagiante,Felipe Original,612337,2020-01-01
186,Takeaway,The Chainsmokers,608670,2020-01-01
187,Nice To Meet Ya,Niall Horan,606205,2020-01-01
188,You Need To Calm Down,Taylor Swift,603391,2020-01-01
189,Feel It Still,Portugal. The Man,601606,2020-01-01
190,3 Batidas - Ao Vivo,Guilherme & Benuto,601352,2020-01-01
191,Never Seen the Rain,Tones And I,599223,2020-01-01
192,Let Me Down Slowly,Alec Benjamin,599005,2020-01-01
193,Turn Me On (feat. Vula),Riton,597305,2020-01-01
194,Fantasía,Ozuna,595712,2020-01-01
195,Going Bad (feat. Drake),Meek Mill,595380,2020-01-01
196,Bruises,Lewis Capaldi,591311,2020-01-01
197,Despacito - Remix,Luis Fonsi,589282,2020-01-01
198,Verdinha,Ludmilla,588554,2020-01-01
199,Don't Stop Believin',Journey,586900,2020-01-01
200,Nunca Es Suficiente,Los Angeles Azules,586686,2020-01-01
1,Dance Monkey,Tones And I,6676697,2020-01-02
2,ROXANNE,Arizona Zervas,4541352,2020-01-02
3,Tusa,KAROL G,3838673,2020-01-02
4,Memories,Maroon 5,3741310,2020-01-02
5,Circles,Post Malone,3690767,2020-01-02
6,Falling,Trevor Daniel,3641494,2020-01-02
7,Don't Start Now,Dua Lipa,3597058,2020-01-02
8,Blinding Lights,The Weeknd,3580384,2020-01-02
9,everything i wanted,Billie Eilish,3146777,2020-01-02
10,The Box,Roddy Ricch,3141427,2020-01-02
11,Señorita,Shawn Mendes,3069238,2020-01-02
12,Someone You Loved,Lewis Capaldi,2882159,2020-01-02
13,RITMO (Bad Boys For Life),Black Eyed Peas,2818499,2020-01-02
14,Adore You,Harry Styles,2602600,2020-01-02
15,bad guy,Billie Eilish,2596949,2020-01-02
16,My Oh My (feat. DaBaby),Camila Cabello,2418646,2020-01-02
17,Lose You To Love Me,Selena Gomez,2366439,2020-01-02
18,hot girl bummer,blackbear,2225420,2020-01-02
19,Watermelon Sugar,Harry Styles,2101170,2020-01-02
20,Ride It,Regard,2072417,2020-01-02
21,Vete,Bad Bunny,2027081,2020-01-02
22,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1912773,2020-01-02
23,BOP,DaBaby,1865228,2020-01-02
24,HIGHEST IN THE ROOM,Travis Scott,1850159,2020-01-02
25,Beautiful People (feat. Khalid),Ed Sheeran,1840292,2020-01-02
26,I Don't Care (with Justin Bieber),Ed Sheeran,1826065,2020-01-02
27,Heartless,The Weeknd,1807381,2020-01-02
28,Before You Go,Lewis Capaldi,1800914,2020-01-02
29,No Idea,Don Toliver,1742292,2020-01-02
30,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1713674,2020-01-02
31,China,Anuel AA,1712301,2020-01-02
32,Lucid Dreams,Juice WRLD,1674907,2020-01-02
33,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,1668127,2020-01-02
34,Futsal Shuffle 2020,Lil Uzi Vert,1599531,2020-01-02
35,Lose Control,MEDUZA,1546280,2020-01-02
36,Fantasias,Rauw Alejandro,1543948,2020-01-02
37,"10,000 Hours (with Justin Bieber)",Dan + Shay,1539591,2020-01-02
38,How Do You Sleep?,Sam Smith,1533797,2020-01-02
39,7 rings,Ariana Grande,1462605,2020-01-02
40,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1435610,2020-01-02
41,Old Town Road - Remix,Lil Nas X,1394796,2020-01-02
42,LA CANCIÓN,J Balvin,1367823,2020-01-02
43,Lalala,Y2K,1362943,2020-01-02
44,Hola - Remix,Dalex,1320242,2020-01-02
45,Ayy Macarena,Tyga,1318634,2020-01-02
46,Trampoline,SHAED,1317378,2020-01-02
47,Ballin' (with Roddy Ricch),Mustard,1306635,2020-01-02
48,Sigues Con El,Dímelo Flow,1306277,2020-01-02
49,Suicidal,YNW Melly,1302214,2020-01-02
50,Callaita,Bad Bunny,1269452,2020-01-02
51,Goodbyes (Feat. Young Thug),Post Malone,1268436,2020-01-02
52,Falling,Harry Styles,1260520,2020-01-02
53,Whine Up,Nicky Jam,1257925,2020-01-02
54,when the party's over,Billie Eilish,1228595,2020-01-02
55,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,1213981,2020-01-02
56,Shallow,Lady Gaga,1213675,2020-01-02
57,OUT WEST (feat. Young Thug),JACKBOYS,1186758,2020-01-02
58,Ransom,Lil Tecca,1184361,2020-01-02
59,No Me Conoce - Remix,Jhay Cortez,1181161,2020-01-02
60,lovely (with Khalid),Billie Eilish,1171641,2020-01-02
61,Lights Up,Harry Styles,1161890,2020-01-02
62,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,1153087,2020-01-02
63,Happier,Marshmello,1135041,2020-01-02
64,Yellow Hearts,Ant Saunders,1121544,2020-01-02
65,Que Tire Pa Lante,Daddy Yankee,1116396,2020-01-02
66,Adicto (with Anuel AA & Ozuna),Tainy,1113742,2020-01-02
67,Mean It,Lauv,1086181,2020-01-02
68,It's You,Ali Gatie,1083491,2020-01-02
69,Psycho,Red Velvet,1076218,2020-01-02
70,Roses - Imanbek Remix,SAINt JHN,1074749,2020-01-02
71,Wow.,Post Malone,1071273,2020-01-02
72,If the World Was Ending - feat. Julia Michaels,JP Saxe,1059670,2020-01-02
73,Sucker,Jonas Brothers,1025660,2020-01-02
74,Piece Of Your Heart,MEDUZA,1005287,2020-01-02
75,Robbery,Juice WRLD,998557,2020-01-02
76,rockstar (feat. 21 Savage),Post Malone,968306,2020-01-02
77,VIBEZ,DaBaby,959019,2020-01-02
78,Truth Hurts,Lizzo,955483,2020-01-02
79,Aventura,Lunay,950853,2020-01-02
80,Up All Night,Khalid,948531,2020-01-02
81,Shape of You,Ed Sheeran,946829,2020-01-02
82,Hate Me (with Juice WRLD),Ellie Goulding,942533,2020-01-02
83,Graveyard,Halsey,941074,2020-01-02
84,July,Noah Cyrus,936789,2020-01-02
85,Without Me,Halsey,935947,2020-01-02
86,Look At Her Now,Selena Gomez,933695,2020-01-02
87,Bohemian Rhapsody - 2011 Mix,Queen,929259,2020-01-02
88,Sweet but Psycho,Ava Max,922707,2020-01-02
89,GANG GANG,JACKBOYS,920913,2020-01-02
90,Believer,Imagine Dragons,919322,2020-01-02
91,Money In The Grave (Drake ft. Rick Ross),Drake,910053,2020-01-02
92,Blanco,J Balvin,903172,2020-01-02
93,"thank u, next",Ariana Grande,896516,2020-01-02
94,Indeciso,Reik,896189,2020-01-02
95,SICKO MODE,Travis Scott,895249,2020-01-02
96,WHAT TO DO? (feat. Don Toliver),JACKBOYS,893766,2020-01-02
97,Woah,Lil Baby,886014,2020-01-02
98,Into the Unknown,Idina Menzel,877298,2020-01-02
99,Girls Like You (feat. Cardi B),Maroon 5,876313,2020-01-02
100,Had Enough (feat. Quavo & Offset),Don Toliver,876243,2020-01-02
101,Dancing With A Stranger (with Normani),Sam Smith,873061,2020-01-02
102,Liar,Camila Cabello,868788,2020-01-02
103,Family,The Chainsmokers,868698,2020-01-02
104,Quizas,Rich Music LTD,863282,2020-01-02
105,Tutu,Camilo,856865,2020-01-02
106,bury a friend,Billie Eilish,856858,2020-01-02
107,"Yo x Ti, Tu x Mi",ROSALÍA,852904,2020-01-02
108,SAD!,XXXTENTACION,851662,2020-01-02
109,Bellaquita - Remix,Dalex,849190,2020-01-02
110,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,845684,2020-01-02
111,High Hopes,Panic! At The Disco,835520,2020-01-02
112,No Guidance (feat. Drake),Chris Brown,835265,2020-01-02
113,Higher Love,Kygo,833078,2020-01-02
114,Si Te Vas,Sech,832634,2020-01-02
115,Say So,Doja Cat,826600,2020-01-02
116,Nice To Meet Ya,Niall Horan,825934,2020-01-02
117,Better Now,Post Malone,824423,2020-01-02
118,Suge,DaBaby,824176,2020-01-02
119,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,824161,2020-01-02
120,Soltera - Remix,Lunay,814162,2020-01-02
121,Con Altura,ROSALÍA,813724,2020-01-02
122,Con Calma,Daddy Yankee,810770,2020-01-02
123,Eastside (with Halsey & Khalid),benny blanco,809391,2020-01-02
124,Candy,Doja Cat,806441,2020-01-02
125,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,797479,2020-01-02
126,Never Seen the Rain,Tones And I,791246,2020-01-02
127,ocean eyes,Billie Eilish,790190,2020-01-02
128,Say You Won't Let Go,James Arthur,781910,2020-01-02
129,Stuck In A Dream (feat. Gunna),Lil Mosey,774265,2020-01-02
130,223's (feat. 9lokknine),YNW Melly,771180,2020-01-02
131,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,767937,2020-01-02
132,Bruises,Lewis Capaldi,765877,2020-01-02
133,Talk (feat. Disclosure),Khalid,762659,2020-01-02
134,Perfect,Ed Sheeran,760626,2020-01-02
135,Que Calor (with J Balvin & El Alfa),Major Lazer,757964,2020-01-02
136,Legends,Juice WRLD,753916,2020-01-02
137,If I Can't Have You,Shawn Mendes,747817,2020-01-02
138,SUGAR,BROCKHAMPTON,743097,2020-01-02
139,Youngblood,5 Seconds of Summer,739684,2020-01-02
140,Liberdade Provisória,Henrique & Juliano,739489,2020-01-02
141,Takeaway,The Chainsmokers,737630,2020-01-02
142,Panini,Lil Nas X,736018,2020-01-02
143,goosebumps,Travis Scott,734826,2020-01-02
144,I Like Me Better,Lauv,734391,2020-01-02
145,Don't Call Me Up,Mabel,730207,2020-01-02
146,Turn Me On (feat. Vula),Riton,729880,2020-01-02
147,Get You The Moon (feat. Snøw),Kina,723378,2020-01-02
148,God's Plan,Drake,722874,2020-01-02
149,Be Alright,Dean Lewis,718293,2020-01-02
150,You Need To Calm Down,Taylor Swift,717947,2020-01-02
151,Let Me Down Slowly,Alec Benjamin,717916,2020-01-02
152,Closer,The Chainsmokers,717865,2020-01-02
153,all the good girls go to hell,Billie Eilish,716860,2020-01-02
154,MIDDLE CHILD,J. Cole,716430,2020-01-02
155,Only Human,Jonas Brothers,716151,2020-01-02
156,Can We Kiss Forever?,Kina,708294,2020-01-02
157,Jocelyn Flores,XXXTENTACION,705600,2020-01-02
158,Calma - Remix,Pedro Capó,700298,2020-01-02
159,Maniac,Conan Gray,699749,2020-01-02
160,Otro Trago - Remix,Sech,693575,2020-01-02
161,The London (feat. J. Cole & Travis Scott),Young Thug,692198,2020-01-02
162,All of Me,John Legend,689616,2020-01-02
163,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,686841,2020-01-02
164,"Alone, Pt. II",Alan Walker,686507,2020-01-02
165,Perreo en La Luna,Rich Music LTD,684862,2020-01-02
166,Death,Trippie Redd,684774,2020-01-02
167,2002,Anne-Marie,683757,2020-01-02
168,Something Just Like This,The Chainsmokers,682780,2020-01-02
169,3 Nights,Dominic Fike,680175,2020-01-02
170,All Girls Are The Same,Juice WRLD,678847,2020-01-02
171,Moonlight,XXXTENTACION,678265,2020-01-02
172,QUE PRETENDES,J Balvin,676817,2020-01-02
173,Don't Stop Me Now - 2011 Mix,Queen,670105,2020-01-02
174,VALENTINO,24kGoldn,668766,2020-01-02
175,Thunder,Imagine Dragons,667730,2020-01-02
176,SLOW DANCING IN THE DARK,Joji,665540,2020-01-02
177,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,665360,2020-01-02
178,One Kiss (with Dua Lipa),Calvin Harris,665058,2020-01-02
179,wish you were gay,Billie Eilish,663427,2020-01-02
180,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,661813,2020-01-02
181,11 PM,Maluma,659797,2020-01-02
182,Post Malone (feat. RANI),Sam Feldt,659240,2020-01-02
183,i'm so tired...,Lauv,658488,2020-01-02
184,Roller,Apache 207,654893,2020-01-02
185,I.F.L.Y.,Bazzi,653383,2020-01-02
186,Wake Me Up,Avicii,652538,2020-01-02
187,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,647611,2020-01-02
188,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,646848,2020-01-02
189,Never Really Over,Katy Perry,638098,2020-01-02
190,i love you,Billie Eilish,636944,2020-01-02
191,Photograph,Ed Sheeran,633915,2020-01-02
192,GATTI,JACKBOYS,633169,2020-01-02
193,Pa' Olvidarme De Ella,Piso 21,629882,2020-01-02
194,Let Me Know (I Wonder Why Freestyle),Juice WRLD,628927,2020-01-02
195,One Thing Right,Marshmello,625990,2020-01-02
196,Better,Khalid,625502,2020-01-02
197,Old Town Road,Lil Nas X,625473,2020-01-02
198,Going Bad (feat. Drake),Meek Mill,622544,2020-01-02
199,Boy With Luv (feat. Halsey),BTS,619365,2020-01-02
200,comethru,Jeremy Zucker,616508,2020-01-02
1,Dance Monkey,Tones And I,7180575,2020-01-03
2,Yummy,Justin Bieber,5221491,2020-01-03
3,ROXANNE,Arizona Zervas,4823003,2020-01-03
4,Tusa,KAROL G,4137767,2020-01-03
5,Blinding Lights,The Weeknd,3956263,2020-01-03
6,Falling,Trevor Daniel,3931321,2020-01-03
7,Memories,Maroon 5,3902974,2020-01-03
8,Don't Start Now,Dua Lipa,3872238,2020-01-03
9,Circles,Post Malone,3833622,2020-01-03
10,The Box,Roddy Ricch,3679269,2020-01-03
11,everything i wanted,Billie Eilish,3328626,2020-01-03
12,Señorita,Shawn Mendes,3192383,2020-01-03
13,RITMO (Bad Boys For Life),Black Eyed Peas,3039807,2020-01-03
14,My Oh My (feat. DaBaby),Camila Cabello,2838823,2020-01-03
15,Someone You Loved,Lewis Capaldi,2836017,2020-01-03
16,Adore You,Harry Styles,2771355,2020-01-03
17,bad guy,Billie Eilish,2668021,2020-01-03
18,Lose You To Love Me,Selena Gomez,2519851,2020-01-03
19,hot girl bummer,blackbear,2326907,2020-01-03
20,Vete,Bad Bunny,2211037,2020-01-03
21,Ride It,Regard,2198762,2020-01-03
22,Watermelon Sugar,Harry Styles,2168993,2020-01-03
23,BOP,DaBaby,2012162,2020-01-03
24,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1948809,2020-01-03
25,HIGHEST IN THE ROOM,Travis Scott,1927630,2020-01-03
26,Heartless,The Weeknd,1923438,2020-01-03
27,I Don't Care (with Justin Bieber),Ed Sheeran,1910954,2020-01-03
28,Before You Go,Lewis Capaldi,1905588,2020-01-03
29,China,Anuel AA,1849595,2020-01-03
30,No Idea,Don Toliver,1841548,2020-01-03
31,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1800861,2020-01-03
32,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,1753050,2020-01-03
33,Beautiful People (feat. Khalid),Ed Sheeran,1751350,2020-01-03
34,Lucid Dreams,Juice WRLD,1708318,2020-01-03
35,Fantasias,Rauw Alejandro,1681367,2020-01-03
36,Futsal Shuffle 2020,Lil Uzi Vert,1644187,2020-01-03
37,Lose Control,MEDUZA,1641687,2020-01-03
38,How Do You Sleep?,Sam Smith,1593936,2020-01-03
39,Ayy Macarena,Tyga,1591998,2020-01-03
40,"10,000 Hours (with Justin Bieber)",Dan + Shay,1523189,2020-01-03
41,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1516659,2020-01-03
42,7 rings,Ariana Grande,1488906,2020-01-03
43,Sigues Con El,Dímelo Flow,1456550,2020-01-03
44,Hola - Remix,Dalex,1450310,2020-01-03
45,LA CANCIÓN,J Balvin,1448976,2020-01-03
46,Old Town Road - Remix,Lil Nas X,1429172,2020-01-03
47,Ballin' (with Roddy Ricch),Mustard,1418972,2020-01-03
48,Lalala,Y2K,1411648,2020-01-03
49,Trampoline,SHAED,1397037,2020-01-03
50,Callaita,Bad Bunny,1376943,2020-01-03
51,Whine Up,Nicky Jam,1357583,2020-01-03
52,Suicidal,YNW Melly,1357145,2020-01-03
53,No Me Conoce - Remix,Jhay Cortez,1306592,2020-01-03
54,Goodbyes (Feat. Young Thug),Post Malone,1304349,2020-01-03
55,Falling,Harry Styles,1294212,2020-01-03
56,Shallow,Lady Gaga,1264826,2020-01-03
57,when the party's over,Billie Eilish,1255167,2020-01-03
58,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,1250605,2020-01-03
59,Que Tire Pa Lante,Daddy Yankee,1241361,2020-01-03
60,OUT WEST (feat. Young Thug),JACKBOYS,1238471,2020-01-03
61,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,1227260,2020-01-03
62,Ransom,Lil Tecca,1218019,2020-01-03
63,Adicto (with Anuel AA & Ozuna),Tainy,1203793,2020-01-03
64,lovely (with Khalid),Billie Eilish,1197252,2020-01-03
65,Mean It,Lauv,1189311,2020-01-03
66,Yellow Hearts,Ant Saunders,1188923,2020-01-03
67,Lights Up,Harry Styles,1163899,2020-01-03
68,Roses - Imanbek Remix,SAINt JHN,1148951,2020-01-03
