position,track,artist,streams,date
35,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1327813,2019-01-01
36,Vaina Loca,Ozuna,1323457,2019-01-01
37,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1316696,2019-01-01
38,Leave Me Alone,Flipp Dinero,1288354,2019-01-01
39,Moonlight,XXXTENTACION,1287251,2019-01-01
40,Wake Up in the Sky,Gucci Mane,1266708,2019-01-01
41,Adictiva,Daddy Yankee,1244010,2019-01-01
42,In My Feelings,Drake,1234391,2019-01-01
43,Taste (feat. Offset),Tyga,1208890,2019-01-01
44,Be Alright,Dean Lewis,1192272,2019-01-01
45,Solo de Mi,Bad Bunny,1174937,2019-01-01
46,Shape of You,Ed Sheeran,1161132,2019-01-01
47,Don't Stop Me Now - 2011 Mix,Queen,1155173,2019-01-01
48,Saturday Nights,Khalid,1144090,2019-01-01
49,Havana (feat. Young Thug),Camila Cabello,1123301,2019-01-01
50,Youngblood,5 Seconds of Summer,1122507,2019-01-01
51,whoa (mind in awe),XXXTENTACION,1113177,2019-01-01
52,Money,Cardi B,1070677,2019-01-01
53,Desconocidos,Mau y Ricky,1063063,2019-01-01
54,BEBE,6ix9ine,1057399,2019-01-01
55,Nonstop,Drake,1057376,2019-01-01
56,Look Back at It,A Boogie Wit da Hoodie,1039862,2019-01-01
57,monster,21 Savage,1039050,2019-01-01
58,Cuando Te Besé,Becky G,1029266,2019-01-01
59,Te Boté - Remix,Nio Garcia,1027193,2019-01-01
60,Solo (feat. Demi Lovato),Clean Bandit,1021738,2019-01-01
61,a lot,21 Savage,1020796,2019-01-01
62,New Rules,Dua Lipa,1007381,2019-01-01
63,Psycho (feat. Ty Dolla $ign),Post Malone,1005916,2019-01-01
64,Reggaeton,J Balvin,1001566,2019-01-01
65,Body (feat. brando),Loud Luxury,997092,2019-01-01
66,Bad Liar,Imagine Dragons,996870,2019-01-01
67,Kiss and Make Up,Dua Lipa,962317,2019-01-01
68,Ruin My Life,Zara Larsson,961238,2019-01-01
69,KIKA,6ix9ine,960024,2019-01-01
70,The Middle,Zedd,959284,2019-01-01
71,lovely,Billie Eilish,956792,2019-01-01
72,Imposible,Luis Fonsi,950131,2019-01-01
73,Ya No Tiene Novio,Sebastian Yatra,938819,2019-01-01
74,BAD!,XXXTENTACION,938755,2019-01-01
75,Jocelyn Flores,XXXTENTACION,935313,2019-01-01
76,no tears left to cry,Ariana Grande,931611,2019-01-01
77,Another One Bites The Dust - Remastered 2011,Queen,925388,2019-01-01
78,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,913006,2019-01-01
79,Atrasadinha - Ao Vivo,Felipe Araújo,888376,2019-01-01
80,Natural,Imagine Dragons,883348,2019-01-01
81,Bubalu,Becky G,882001,2019-01-01
82,Beautiful (feat. Camila Cabello),Bazzi,876235,2019-01-01
83,Billie Jean,Michael Jackson,870194,2019-01-01
84,FEFE,6ix9ine,866076,2019-01-01
85,Love Someone,Lukas Graham,850476,2019-01-01
86,2002,Anne-Marie,842383,2019-01-01
87,Nice For What,Drake,834237,2019-01-01
88,Amanece,Anuel AA,834131,2019-01-01
89,IDGAF,Dua Lipa,833577,2019-01-01
90,FRIENDS,Marshmello,831606,2019-01-01
91,I Love It (& Lil Pump),Kanye West,827696,2019-01-01
92,Believer,Imagine Dragons,815715,2019-01-01
93,Closer,The Chainsmokers,805260,2019-01-01
94,Armed And Dangerous,Juice WRLD,797725,2019-01-01
95,Under Pressure - Remastered,Queen,788637,2019-01-01
96,Shotgun,George Ezra,783577,2019-01-01
97,What Lovers Do,Maroon 5,777870,2019-01-01
98,Perfect,Ed Sheeran,777485,2019-01-01
99,MALA,6ix9ine,770902,2019-01-01
100,Let You Love Me,Rita Ora,766065,2019-01-01
101,No Stylist (feat. Drake),French Montana,764290,2019-01-01
102,idontwannabeyouanymore,Billie Eilish,762162,2019-01-01
103,Amigos Con Derechos,Reik,761739,2019-01-01
104,Rise,Jonas Blue,761007,2019-01-01
105,Happy Now,Kygo,758427,2019-01-01
106,Falling Down - Bonus Track,Lil Peep,750603,2019-01-01
107,All The Stars (with SZA),Kendrick Lamar,750528,2019-01-01
108,I Fall Apart,Post Malone,747531,2019-01-01
109,Parado no Bailão,MC L da Vinte,746223,2019-01-01
110,Sin Pijama,Becky G,728985,2019-01-01
111,changes,XXXTENTACION,725327,2019-01-01
112,YOSEMITE,Travis Scott,721428,2019-01-01
113,Thunder,Imagine Dragons,721417,2019-01-01
114,God is a woman,Ariana Grande,721002,2019-01-01
115,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,716864,2019-01-01
116,breathin,Ariana Grande,707939,2019-01-01
117,SOLO,JENNIE,698537,2019-01-01
118,Africa,TOTO,693996,2019-01-01
119,Mala Mía,Maluma,693801,2019-01-01
120,Look Alive (feat. Drake),BlocBoy JB,690729,2019-01-01
121,Young Dumb & Broke,Khalid,689243,2019-01-01
122,Electricity (with Dua Lipa),Silk City,686953,2019-01-01
123,Somebody To Love - 2011 Mix,Queen,685968,2019-01-01
124,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,684337,2019-01-01
125,Feel It Still,Portugal. The Man,682086,2019-01-01
126,No Es Justo,J Balvin,680667,2019-01-01
127,Jackie Chan,Tiësto,676759,2019-01-01
128,I Like Me Better,Lauv,675938,2019-01-01
129,Culpables,KAROL G,673874,2019-01-01
130,Fuck Love (feat. Trippie Redd),XXXTENTACION,669709,2019-01-01
131,Ciumeira - Ao Vivo,Marília Mendonça,668142,2019-01-01
132,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,667871,2019-01-01
133,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,667167,2019-01-01
134,Quem Me Dera,Márcia Fellipe,654413,2019-01-01
135,NI BIEN NI MAL,Bad Bunny,652869,2019-01-01
136,Só Pra Castigar,Wesley Safadão,652336,2019-01-01
137,Yes Indeed,Lil Baby,651155,2019-01-01
138,Say My Name,David Guetta,649029,2019-01-01
139,This Feeling,The Chainsmokers,648993,2019-01-01
140,all my friends,21 Savage,648632,2019-01-01
141,I'm a Mess,Bebe Rexha,648088,2019-01-01
142,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,641102,2019-01-01
143,Congratulations,Post Malone,640941,2019-01-01
144,No Brainer,DJ Khaled,638118,2019-01-01
145,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,635854,2019-01-01
146,Woman Like Me (feat. Nicki Minaj),Little Mix,634293,2019-01-01
147,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,629340,2019-01-01
148,XO Tour Llif3,Lil Uzi Vert,627258,2019-01-01
149,Agora é Tudo Meu,Dennis DJ,626205,2019-01-01
150,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,624360,2019-01-01
151,X,Nicky Jam,623835,2019-01-01
152,One Dance,Drake,614205,2019-01-01
153,TIC TOC,6ix9ine,614114,2019-01-01
154,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,613635,2019-01-01
155,Say You Won't Let Go,James Arthur,608635,2019-01-01
156,Love Lies (with Normani),Khalid,608173,2019-01-01
157,No Me Acuerdo,Thalía,606923,2019-01-01
158,Asesina - Remix,Brytiago,605680,2019-01-01
159,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,602622,2019-01-01
160,Lucky You (feat. Joyner Lucas),Eminem,597845,2019-01-01
161,Best Part (feat. Daniel Caesar),H.E.R.,595665,2019-01-01
162,Fine China,Future,594828,2019-01-01
163,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,592632,2019-01-01
164,Despacito - Remix,Luis Fonsi,592324,2019-01-01
165,PPP,Kevin Roldan,592059,2019-01-01
166,Too Good At Goodbyes,Sam Smith,591298,2019-01-01
167,We Will Rock You - Remastered,Queen,583157,2019-01-01
168,September,"Earth, Wind & Fire",580288,2019-01-01
169,Thunderclouds,Sia,580167,2019-01-01
170,Space Cadet (feat. Gunna),Metro Boomin,579750,2019-01-01
171,Noticed,Lil Mosey,578328,2019-01-01
172,Finesse - Remix; feat. Cardi B,Bruno Mars,577058,2019-01-01
173,Ric Flair Drip (& Metro Boomin),Offset,573758,2019-01-01
174,Jenifer,Gabriel Diniz,571792,2019-01-01
175,Hey Ya!,OutKast,568622,2019-01-01
176,Mr. Brightside,The Killers,566408,2019-01-01
177,Take on Me,a-ha,565994,2019-01-01
178,Ibiza,Ozuna,564919,2019-01-01
179,HUMBLE.,Kendrick Lamar,563530,2019-01-01
180,Não Fala Não pra Mim,Humberto & Ronaldo,560658,2019-01-01
181,Splashin,Rich The Kid,555831,2019-01-01
182,Cheap Thrills,Sia,554971,2019-01-01
183,Wonderwall - Remastered,Oasis,554110,2019-01-01
184,Everybody Dies In Their Nightmares,XXXTENTACION,552243,2019-01-01
185,In My Blood,Shawn Mendes,551475,2019-01-01
186,Quiere Beber,Anuel AA,550520,2019-01-01
187,Mine,Bazzi,550003,2019-01-01
188,MAMA,6ix9ine,543912,2019-01-01
189,Créeme,KAROL G,543156,2019-01-01
190,Puntos Suspensivos,Piso 21,542117,2019-01-01
191,goosebumps,Travis Scott,539172,2019-01-01
192,Project Dreams,Marshmello,538767,2019-01-01
193,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,536886,2019-01-01
194,Medley da Gaiola - Dennis DJ Remix,MC Kevin o Chris,536447,2019-01-01
195,Don't Stop Believin',Journey,536163,2019-01-01
196,Thinking out Loud,Ed Sheeran,534702,2019-01-01
197,Topanga,Trippie Redd,534570,2019-01-01
198,bellyache,Billie Eilish,531428,2019-01-01
199,Look At Me!,XXXTENTACION,530205,2019-01-01
200,"Quem Pegou, Pegou - Ao Vivo",Henrique & Juliano,524230,2019-01-01
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4323160,2019-01-02
2,"thank u, next",Ariana Grande,4275439,2019-01-02
3,Wow.,Post Malone,3947420,2019-01-02
4,Without Me,Halsey,3307383,2019-01-02
5,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3188386,2019-01-02
6,Sweet but Psycho,Ava Max,2896056,2019-01-02
7,MIA (feat. Drake),Bad Bunny,2642425,2019-01-02
8,Happier,Marshmello,2598097,2019-01-02
9,SICKO MODE,Travis Scott,2512089,2019-01-02
10,Calma - Remix,Pedro Capó,2419735,2019-01-02
11,ZEZE (feat. Travis Scott & Offset),Kodak Black,2297457,2019-01-02
12,Going Bad (feat. Drake),Meek Mill,2291824,2019-01-02
13,High Hopes,Panic! At The Disco,2266696,2019-01-02
14,Adan y Eva,Paulo Londra,2219880,2019-01-02
15,Shallow,Lady Gaga,2002482,2019-01-02
16,Eastside (with Halsey & Khalid),benny blanco,1922562,2019-01-02
17,imagine,Ariana Grande,1846263,2019-01-02
18,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1805721,2019-01-02
19,Girls Like You (feat. Cardi B),Maroon 5,1794464,2019-01-02
20,Mo Bamba,Sheck Wes,1788857,2019-01-02
21,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1786564,2019-01-02
22,Better Now,Post Malone,1771332,2019-01-02
23,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1759910,2019-01-02
24,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1741726,2019-01-02
25,when the party's over,Billie Eilish,1740255,2019-01-02
26,Better,Khalid,1688983,2019-01-02
27,SAD!,XXXTENTACION,1650909,2019-01-02
28,Lucid Dreams,Juice WRLD,1629152,2019-01-02
29,Be Alright,Dean Lewis,1567442,2019-01-02
30,In My Mind,Dynoro,1551168,2019-01-02
31,Bohemian Rhapsody - 2011 Mix,Queen,1547856,2019-01-02
32,Saturday Nights,Khalid,1505460,2019-01-02
33,rockstar (feat. 21 Savage),Post Malone,1451166,2019-01-02
34,I Like It,Cardi B,1432666,2019-01-02
35,Solo de Mi,Bad Bunny,1404161,2019-01-02
36,Promises (with Sam Smith),Calvin Harris,1403839,2019-01-02
37,Leave Me Alone,Flipp Dinero,1401919,2019-01-02
38,Moonlight,XXXTENTACION,1386221,2019-01-02
39,Ella Quiere Beber - Remix,Anuel AA,1380567,2019-01-02
40,Youngblood,5 Seconds of Summer,1335150,2019-01-02
41,God's Plan,Drake,1333638,2019-01-02
42,whoa (mind in awe),XXXTENTACION,1312739,2019-01-02
43,Bad Liar,Imagine Dragons,1302602,2019-01-02
44,Look Back at It,A Boogie Wit da Hoodie,1275935,2019-01-02
45,Wake Up in the Sky,Gucci Mane,1272787,2019-01-02
46,Ruin My Life,Zara Larsson,1269655,2019-01-02
47,Kiss and Make Up,Dua Lipa,1257598,2019-01-02
48,Taste (feat. Offset),Tyga,1252160,2019-01-02
49,Adictiva,Daddy Yankee,1248855,2019-01-02
50,Vaina Loca,Ozuna,1240689,2019-01-02
51,monster,21 Savage,1229465,2019-01-02
52,In My Feelings,Drake,1210984,2019-01-02
53,lovely,Billie Eilish,1183820,2019-01-02
54,One Kiss (with Dua Lipa),Calvin Harris,1165397,2019-01-02
55,a lot,21 Savage,1134453,2019-01-02
56,Love Someone,Lukas Graham,1119997,2019-01-02
57,no tears left to cry,Ariana Grande,1096276,2019-01-02
58,Shape of You,Ed Sheeran,1085717,2019-01-02
59,Money,Cardi B,1082738,2019-01-02
60,Beautiful (feat. Camila Cabello),Bazzi,1079141,2019-01-02
61,Natural,Imagine Dragons,1077004,2019-01-02
62,Desconocidos,Mau y Ricky,1069454,2019-01-02
63,Nonstop,Drake,1062321,2019-01-02
64,Solo (feat. Demi Lovato),Clean Bandit,1059442,2019-01-02
65,Psycho (feat. Ty Dolla $ign),Post Malone,1057801,2019-01-02
66,2002,Anne-Marie,1053540,2019-01-02
67,KIKA,6ix9ine,1053445,2019-01-02
68,BEBE,6ix9ine,1039882,2019-01-02
69,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,1038175,2019-01-02
70,Happy Now,Kygo,1037718,2019-01-02
71,Jocelyn Flores,XXXTENTACION,1026927,2019-01-02
72,Body (feat. brando),Loud Luxury,1021801,2019-01-02
73,Let You Love Me,Rita Ora,1011610,2019-01-02
74,BAD!,XXXTENTACION,1010099,2019-01-02
75,Imposible,Luis Fonsi,996619,2019-01-02
76,Cuando Te Besé,Becky G,988106,2019-01-02
77,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,985725,2019-01-02
78,IDGAF,Dua Lipa,975958,2019-01-02
79,idontwannabeyouanymore,Billie Eilish,970938,2019-01-02
80,Havana (feat. Young Thug),Camila Cabello,969001,2019-01-02
81,Bubalu,Becky G,958373,2019-01-02
82,Believer,Imagine Dragons,937515,2019-01-02
83,Don't Stop Me Now - 2011 Mix,Queen,928826,2019-01-02
84,Amanece,Anuel AA,927500,2019-01-02
85,Te Boté - Remix,Nio Garcia,910772,2019-01-02
86,Shotgun,George Ezra,907473,2019-01-02
87,Reggaeton,J Balvin,907348,2019-01-02
88,The Middle,Zedd,905350,2019-01-02
89,Perfect,Ed Sheeran,904531,2019-01-02
90,Another One Bites The Dust - Remastered 2011,Queen,898540,2019-01-02
91,Rise,Jonas Blue,893925,2019-01-02
92,FEFE,6ix9ine,891953,2019-01-02
93,MALA,6ix9ine,885105,2019-01-02
94,FRIENDS,Marshmello,875534,2019-01-02
95,New Rules,Dua Lipa,871195,2019-01-02
96,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,862586,2019-01-02
97,Armed And Dangerous,Juice WRLD,862117,2019-01-02
98,breathin,Ariana Grande,860488,2019-01-02
99,Falling Down - Bonus Track,Lil Peep,851591,2019-01-02
100,I Love It (& Lil Pump),Kanye West,849997,2019-01-02
101,SOLO,JENNIE,849509,2019-01-02
102,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,845644,2019-01-02
103,I Like Me Better,Lauv,844996,2019-01-02
104,I Fall Apart,Post Malone,841779,2019-01-02
105,God is a woman,Ariana Grande,831435,2019-01-02
106,No Stylist (feat. Drake),French Montana,826033,2019-01-02
107,changes,XXXTENTACION,823767,2019-01-02
108,Thunder,Imagine Dragons,822537,2019-01-02
109,YOSEMITE,Travis Scott,819659,2019-01-02
110,This Feeling,The Chainsmokers,805155,2019-01-02
111,Say My Name,David Guetta,803557,2019-01-02
112,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,802922,2019-01-02
113,NI BIEN NI MAL,Bad Bunny,791919,2019-01-02
114,Ya No Tiene Novio,Sebastian Yatra,790217,2019-01-02
115,Electricity (with Dua Lipa),Silk City,781254,2019-01-02
116,Say You Won't Let Go,James Arthur,778993,2019-01-02
117,Woman Like Me (feat. Nicki Minaj),Little Mix,778356,2019-01-02
118,I'm a Mess,Bebe Rexha,766490,2019-01-02
119,Best Part (feat. Daniel Caesar),H.E.R.,761465,2019-01-02
120,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,751358,2019-01-02
121,Too Good At Goodbyes,Sam Smith,750316,2019-01-02
122,all my friends,21 Savage,745950,2019-01-02
123,Under Pressure - Remastered,Queen,744676,2019-01-02
124,Fuck Love (feat. Trippie Redd),XXXTENTACION,742309,2019-01-02
125,Culpables,KAROL G,733771,2019-01-02
126,Thunderclouds,Sia,718553,2019-01-02
127,Look Alive (feat. Drake),BlocBoy JB,715845,2019-01-02
128,Somebody To Love - 2011 Mix,Queen,714564,2019-01-02
129,Jackie Chan,Tiësto,711574,2019-01-02
130,Love Lies (with Normani),Khalid,709071,2019-01-02
131,Lucky You (feat. Joyner Lucas),Eminem,707527,2019-01-02
132,Amigos Con Derechos,Reik,705309,2019-01-02
133,Closer,The Chainsmokers,703857,2019-01-02
134,TIC TOC,6ix9ine,700807,2019-01-02
135,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,698142,2019-01-02
136,Project Dreams,Marshmello,697764,2019-01-02
137,Nice For What,Drake,695668,2019-01-02
138,Congratulations,Post Malone,694523,2019-01-02
139,In My Blood,Shawn Mendes,691024,2019-01-02
140,Always Remember Us This Way,Lady Gaga,680841,2019-01-02
141,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,680778,2019-01-02
142,XO Tour Llif3,Lil Uzi Vert,676213,2019-01-02
143,bellyache,Billie Eilish,656534,2019-01-02
144,All The Stars (with SZA),Kendrick Lamar,651532,2019-01-02
145,Benzema,Capital Bra,649812,2019-01-02
146,ocean eyes,Billie Eilish,642273,2019-01-02
147,Thinking out Loud,Ed Sheeran,640802,2019-01-02
148,Photograph,Ed Sheeran,634972,2019-01-02
149,Noticed,Lil Mosey,634463,2019-01-02
150,"Fire On Fire - From ""Watership Down""",Sam Smith,633423,2019-01-02
151,Fine China,Future,632884,2019-01-02
152,Mala Mía,Maluma,629736,2019-01-02
153,PPP,Kevin Roldan,627410,2019-01-02
154,Yes Indeed,Lil Baby,624868,2019-01-02
155,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,624865,2019-01-02
156,Mine,Bazzi,624732,2019-01-02
157,Asesina - Remix,Brytiago,623309,2019-01-02
158,Atrasadinha - Ao Vivo,Felipe Araújo,622153,2019-01-02
159,Sin Pijama,Becky G,619427,2019-01-02
160,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,617935,2019-01-02
161,Trampoline,SHAED,617315,2019-01-02
162,What Lovers Do,Maroon 5,616466,2019-01-02
163,Everybody Dies In Their Nightmares,XXXTENTACION,614661,2019-01-02
164,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,611838,2019-01-02
165,Rewrite The Stars,Zac Efron,611752,2019-01-02
166,Young Dumb & Broke,Khalid,610807,2019-01-02
167,Wolves,Selena Gomez,610583,2019-01-02
168,Space Cadet (feat. Gunna),Metro Boomin,610530,2019-01-02
169,HUMBLE.,Kendrick Lamar,607185,2019-01-02
170,Topanga,Trippie Redd,605161,2019-01-02
171,Ibiza,Ozuna,604969,2019-01-02
172,Créeme,KAROL G,603718,2019-01-02
173,Splashin,Rich The Kid,603580,2019-01-02
174,Africa,TOTO,601110,2019-01-02
175,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,599788,2019-01-02
176,No Es Justo,J Balvin,598622,2019-01-02
177,Happier,Ed Sheeran,592001,2019-01-02
178,Wonderwall - Remastered,Oasis,591033,2019-01-02
179,MAMA,6ix9ine,588226,2019-01-02
180,Puntos Suspensivos,Piso 21,585088,2019-01-02
181,We Will Rock You - Remastered,Queen,583487,2019-01-02
182,Ocean (feat. Khalid),Martin Garrix,579475,2019-01-02
183,All Girls Are The Same,Juice WRLD,575524,2019-01-02
184,Something Just Like This,The Chainsmokers,574446,2019-01-02
185,goosebumps,Travis Scott,574271,2019-01-02
186,This Is Me,Keala Settle,572867,2019-01-02
187,Ric Flair Drip (& Metro Boomin),Offset,570762,2019-01-02
188,Happy Now,Zedd,570333,2019-01-02
189,No Brainer,DJ Khaled,570109,2019-01-02
190,Born To Be Yours,Kygo,562953,2019-01-02
191,Call Out My Name,The Weeknd,562706,2019-01-02
192,I'm Yours,Jason Mraz,562472,2019-01-02
193,come out and play,Billie Eilish,559513,2019-01-02
194,Look At Me!,XXXTENTACION,555418,2019-01-02
195,Silence,Marshmello,552563,2019-01-02
196,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,552450,2019-01-02
197,Mr. Brightside,The Killers,549866,2019-01-02
198,In My Head,Peter Manos,549508,2019-01-02
199,Treat You Better,Shawn Mendes,549497,2019-01-02
200,HaifischNikez Allstars,LX,544655,2019-01-02
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4426149,2019-01-03
2,"thank u, next",Ariana Grande,4320260,2019-01-03
3,Wow.,Post Malone,4053717,2019-01-03
4,Without Me,Halsey,3387195,2019-01-03
5,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3268561,2019-01-03
6,Sweet but Psycho,Ava Max,2925728,2019-01-03
7,MIA (feat. Drake),Bad Bunny,2730853,2019-01-03
8,Happier,Marshmello,2644229,2019-01-03
9,SICKO MODE,Travis Scott,2599209,2019-01-03
10,Calma - Remix,Pedro Capó,2586498,2019-01-03
11,Going Bad (feat. Drake),Meek Mill,2410041,2019-01-03
12,ZEZE (feat. Travis Scott & Offset),Kodak Black,2402527,2019-01-03
13,High Hopes,Panic! At The Disco,2328805,2019-01-03
14,Adan y Eva,Paulo Londra,2306819,2019-01-03
15,Shallow,Lady Gaga,2086990,2019-01-03
16,Eastside (with Halsey & Khalid),benny blanco,1973462,2019-01-03
17,imagine,Ariana Grande,1905297,2019-01-03
18,Mo Bamba,Sheck Wes,1870165,2019-01-03
19,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1857429,2019-01-03
20,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1823006,2019-01-03
21,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1820984,2019-01-03
22,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1817712,2019-01-03
23,when the party's over,Billie Eilish,1805831,2019-01-03
24,Better Now,Post Malone,1805120,2019-01-03
25,Girls Like You (feat. Cardi B),Maroon 5,1799203,2019-01-03
26,Better,Khalid,1753681,2019-01-03
27,SAD!,XXXTENTACION,1689638,2019-01-03
28,Lucid Dreams,Juice WRLD,1657239,2019-01-03
29,Be Alright,Dean Lewis,1620716,2019-01-03
30,Bohemian Rhapsody - 2011 Mix,Queen,1575408,2019-01-03
31,In My Mind,Dynoro,1565171,2019-01-03
32,Saturday Nights,Khalid,1541265,2019-01-03
33,Leave Me Alone,Flipp Dinero,1479542,2019-01-03
34,rockstar (feat. 21 Savage),Post Malone,1476327,2019-01-03
35,Solo de Mi,Bad Bunny,1468953,2019-01-03
36,Ella Quiere Beber - Remix,Anuel AA,1447100,2019-01-03
37,I Like It,Cardi B,1434960,2019-01-03
38,Promises (with Sam Smith),Calvin Harris,1424232,2019-01-03
39,Moonlight,XXXTENTACION,1415094,2019-01-03
40,whoa (mind in awe),XXXTENTACION,1362014,2019-01-03
41,Youngblood,5 Seconds of Summer,1353054,2019-01-03
42,Wake Up in the Sky,Gucci Mane,1351178,2019-01-03
43,Bad Liar,Imagine Dragons,1340531,2019-01-03
44,Look Back at It,A Boogie Wit da Hoodie,1338617,2019-01-03
45,God's Plan,Drake,1329868,2019-01-03
46,Ruin My Life,Zara Larsson,1322512,2019-01-03
47,Adictiva,Daddy Yankee,1314202,2019-01-03
48,Taste (feat. Offset),Tyga,1306920,2019-01-03
49,Kiss and Make Up,Dua Lipa,1305083,2019-01-03
50,Vaina Loca,Ozuna,1302493,2019-01-03
51,monster,21 Savage,1260911,2019-01-03
52,lovely,Billie Eilish,1239959,2019-01-03
53,In My Feelings,Drake,1205111,2019-01-03
54,a lot,21 Savage,1182902,2019-01-03
55,Money,Cardi B,1154127,2019-01-03
56,Desconocidos,Mau y Ricky,1141490,2019-01-03
57,Nonstop,Drake,1118135,2019-01-03
58,Natural,Imagine Dragons,1114895,2019-01-03
59,Beautiful (feat. Camila Cabello),Bazzi,1113447,2019-01-03
60,no tears left to cry,Ariana Grande,1112041,2019-01-03
61,One Kiss (with Dua Lipa),Calvin Harris,1111377,2019-01-03
62,BEBE,6ix9ine,1098774,2019-01-03
63,Love Someone,Lukas Graham,1098472,2019-01-03
64,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,1093694,2019-01-03
65,KIKA,6ix9ine,1090051,2019-01-03
66,Happy Now,Kygo,1086519,2019-01-03
67,Psycho (feat. Ty Dolla $ign),Post Malone,1080044,2019-01-03
68,Shape of You,Ed Sheeran,1076361,2019-01-03
